frame_path,action
data/frames\20260610_152652_000279.png,0
data/frames\20260610_152652_000280.png,0
data/frames\20260610_152652_000281.png,0
data/frames\20260610_152652_000282.png,0
data/frames\20260610_152652_000283.png,0
data/frames\20260610_152652_000284.png,0
data/frames\20260610_152652_000285.png,0
data/frames\20260610_152652_000286.png,0
data/frames\20260610_152652_000287.png,0
data/frames\20260610_152652_000288.png,0
data/frames\20260610_152652_000289.png,0
data/frames\20260610_152652_000290.png,0
data/frames\20260610_152652_000291.png,0
data/frames\20260610_152652_000292.png,0
data/frames\20260610_152652_000293.png,0
data/frames\20260610_152652_000294.png,0
data/frames\20260610_152652_000295.png,0
data/frames\20260610_152652_000296.png,0
data/frames\20260610_153118_000000.png,0
data/frames\20260610_153118_000001.png,0
data/frames\20260610_153118_000002.png,0
data/frames\20260610_153118_000003.png,0
data/frames\20260610_153118_000004.png,0
data/frames\20260610_153118_000005.png,0
data/frames\20260610_153118_000006.png,0
data/frames\20260610_153118_000007.png,0
data/frames\20260610_153118_000008.png,0
data/frames\20260610_153118_000009.png,0
data/frames\20260610_153118_000010.png,0
data/frames\20260610_153118_000011.png,0
data/frames\20260610_153118_000012.png,0
data/frames\20260610_153118_000013.png,0
data/frames\20260610_153118_000014.png,1
data/frames\20260610_153118_000015.png,1
data/frames\20260610_153118_000016.png,0
data/frames\20260610_153118_000017.png,0
data/frames\20260610_153118_000018.png,0
data/frames\20260610_153118_000019.png,0
data/frames\20260610_153118_000020.png,0
data/frames\20260610_153118_000021.png,0
data/frames\20260610_153118_000022.png,0
data/frames\20260610_153118_000023.png,0
data/frames\20260610_153118_000024.png,0
data/frames\20260610_153118_000025.png,0
data/frames\20260610_153118_000026.png,0
data/frames\20260610_153118_000027.png,0
data/frames\20260610_153118_000028.png,0
data/frames\20260610_153118_000029.png,0
data/frames\20260610_153118_000030.png,0
data/frames\20260610_153118_000031.png,0
data/frames\20260610_153118_000032.png,0
data/frames\20260610_153118_000033.png,0
data/frames\20260610_153118_000034.png,0
data/frames\20260610_153118_000035.png,0
data/frames\20260610_153118_000036.png,0
data/frames\20260610_153118_000037.png,0
data/frames\20260610_153118_000038.png,0
data/frames\20260610_153118_000039.png,0
data/frames\20260610_153118_000040.png,0
data/frames\20260610_153118_000041.png,0
data/frames\20260610_153118_000042.png,0
data/frames\20260610_153118_000043.png,0
data/frames\20260610_153118_000044.png,0
data/frames\20260610_153118_000045.png,0
data/frames\20260610_153118_000046.png,0
data/frames\20260610_153118_000047.png,0
data/frames\20260610_153118_000048.png,0
data/frames\20260610_153118_000049.png,0
data/frames\20260610_153118_000050.png,0
data/frames\20260610_153118_000051.png,0
data/frames\20260610_153118_000052.png,0
data/frames\20260610_153118_000053.png,0
data/frames\20260610_153118_000054.png,0
data/frames\20260610_153118_000055.png,0
data/frames\20260610_153118_000056.png,0
data/frames\20260610_153118_000057.png,0
data/frames\20260610_153118_000058.png,0
data/frames\20260610_153118_000059.png,0
data/frames\20260610_153118_000060.png,0
data/frames\20260610_153118_000061.png,0
data/frames\20260610_153118_000062.png,0
data/frames\20260610_153118_000063.png,0
data/frames\20260610_153118_000064.png,0
data/frames\20260610_153118_000065.png,0
data/frames\20260610_153118_000066.png,0
data/frames\20260610_153118_000067.png,0
data/frames\20260610_153118_000068.png,0
data/frames\20260610_153118_000069.png,0
data/frames\20260610_153118_000070.png,0
data/frames\20260610_153118_000071.png,1
data/frames\20260610_153118_000072.png,1
data/frames\20260610_153118_000073.png,0
data/frames\20260610_153118_000074.png,0
data/frames\20260610_153118_000075.png,0
data/frames\20260610_153118_000076.png,0
data/frames\20260610_153118_000077.png,0
data/frames\20260610_153118_000078.png,0
data/frames\20260610_153118_000079.png,0
data/frames\20260610_153118_000080.png,0
data/frames\20260610_153118_000081.png,0
data/frames\20260610_153118_000082.png,0
data/frames\20260610_153118_000083.png,0
data/frames\20260610_153118_000084.png,0
data/frames\20260610_153118_000085.png,1
data/frames\20260610_153118_000086.png,1
data/frames\20260610_153118_000087.png,0
data/frames\20260610_153118_000088.png,0
data/frames\20260610_153118_000089.png,0
data/frames\20260610_153118_000090.png,0
data/frames\20260610_153118_000091.png,0
data/frames\20260610_153118_000092.png,0
data/frames\20260610_153118_000093.png,0
data/frames\20260610_153118_000094.png,0
data/frames\20260610_153118_000095.png,0
data/frames\20260610_153118_000096.png,0
data/frames\20260610_153118_000097.png,0
data/frames\20260610_153118_000098.png,0
data/frames\20260610_153118_000099.png,0
data/frames\20260610_153118_000100.png,0
data/frames\20260610_153118_000101.png,0
data/frames\20260610_153118_000102.png,1
data/frames\20260610_153118_000103.png,1
data/frames\20260610_153118_000104.png,0
data/frames\20260610_153118_000105.png,0
data/frames\20260610_153118_000106.png,0
data/frames\20260610_153118_000107.png,0
data/frames\20260610_153118_000108.png,0
data/frames\20260610_153118_000109.png,0
data/frames\20260610_153118_000110.png,0
data/frames\20260610_153118_000111.png,0
data/frames\20260610_153118_000112.png,0
data/frames\20260610_153118_000113.png,0
data/frames\20260610_153118_000114.png,0
data/frames\20260610_153118_000115.png,1
data/frames\20260610_153118_000116.png,1
data/frames\20260610_153118_000117.png,0
data/frames\20260610_153118_000118.png,0
data/frames\20260610_153118_000119.png,0
data/frames\20260610_153118_000120.png,0
data/frames\20260610_153118_000121.png,0
data/frames\20260610_153118_000122.png,0
data/frames\20260610_153118_000123.png,0
data/frames\20260610_153118_000124.png,0
data/frames\20260610_153118_000125.png,0
data/frames\20260610_153118_000126.png,0
data/frames\20260610_153118_000127.png,0
data/frames\20260610_153118_000128.png,0
data/frames\20260610_153118_000129.png,0
data/frames\20260610_153118_000130.png,0
data/frames\20260610_153118_000131.png,0
data/frames\20260610_153118_000132.png,0
data/frames\20260610_153118_000133.png,0
data/frames\20260610_153118_000134.png,0
data/frames\20260610_153118_000135.png,0
data/frames\20260610_153118_000136.png,0
data/frames\20260610_153118_000137.png,1
data/frames\20260610_153118_000138.png,0
data/frames\20260610_153118_000139.png,0
data/frames\20260610_153118_000140.png,0
data/frames\20260610_153118_000141.png,0
data/frames\20260610_153118_000142.png,0
data/frames\20260610_153118_000143.png,0
data/frames\20260610_153118_000144.png,0
data/frames\20260610_153118_000145.png,0
data/frames\20260610_153118_000146.png,0
data/frames\20260610_153118_000147.png,0
data/frames\20260610_153118_000148.png,0
data/frames\20260610_153118_000149.png,1
data/frames\20260610_153118_000150.png,1
data/frames\20260610_153118_000151.png,0
data/frames\20260610_153118_000152.png,0
data/frames\20260610_153118_000153.png,0
data/frames\20260610_153118_000154.png,0
data/frames\20260610_153118_000155.png,0
data/frames\20260610_153118_000156.png,0
data/frames\20260610_153118_000157.png,0
data/frames\20260610_153118_000158.png,0
data/frames\20260610_153118_000159.png,0
data/frames\20260610_153118_000160.png,0
data/frames\20260610_153118_000161.png,1
data/frames\20260610_153118_000162.png,1
data/frames\20260610_153118_000163.png,0
data/frames\20260610_153118_000164.png,0
data/frames\20260610_153118_000165.png,0
data/frames\20260610_153118_000166.png,0
data/frames\20260610_153118_000167.png,0
data/frames\20260610_153118_000168.png,0
data/frames\20260610_153118_000169.png,0
data/frames\20260610_153118_000170.png,0
data/frames\20260610_153118_000171.png,0
data/frames\20260610_153118_000172.png,0
data/frames\20260610_153118_000173.png,0
data/frames\20260610_153118_000174.png,0
data/frames\20260610_153118_000175.png,0
data/frames\20260610_153118_000176.png,0
data/frames\20260610_153118_000177.png,0
data/frames\20260610_153118_000178.png,0
data/frames\20260610_153118_000179.png,0
data/frames\20260610_153118_000180.png,1
data/frames\20260610_153118_000181.png,1
data/frames\20260610_153118_000182.png,1
data/frames\20260610_153118_000183.png,0
data/frames\20260610_153118_000184.png,0
data/frames\20260610_153118_000185.png,0
data/frames\20260610_153118_000186.png,0
data/frames\20260610_153118_000187.png,0
data/frames\20260610_153118_000188.png,0
data/frames\20260610_153118_000189.png,0
data/frames\20260610_153118_000190.png,0
data/frames\20260610_153118_000191.png,1
data/frames\20260610_153118_000192.png,1
data/frames\20260610_153118_000193.png,0
data/frames\20260610_153118_000194.png,0
data/frames\20260610_153118_000195.png,0
data/frames\20260610_153118_000196.png,0
data/frames\20260610_153118_000197.png,0
data/frames\20260610_153118_000198.png,0
data/frames\20260610_153118_000199.png,0
data/frames\20260610_153118_000200.png,0
data/frames\20260610_153118_000201.png,0
data/frames\20260610_153118_000202.png,0
data/frames\20260610_153118_000203.png,1
data/frames\20260610_153118_000204.png,1
data/frames\20260610_153118_000205.png,1
data/frames\20260610_153118_000206.png,0
data/frames\20260610_153118_000207.png,0
data/frames\20260610_153118_000208.png,0
data/frames\20260610_153118_000209.png,0
data/frames\20260610_153118_000210.png,0
data/frames\20260610_153118_000211.png,0
data/frames\20260610_153118_000212.png,0
data/frames\20260610_153118_000213.png,0
data/frames\20260610_153118_000214.png,0
data/frames\20260610_153118_000215.png,0
data/frames\20260610_153118_000216.png,1
data/frames\20260610_153118_000217.png,1
data/frames\20260610_153118_000218.png,0
data/frames\20260610_153118_000219.png,0
data/frames\20260610_153118_000220.png,0
data/frames\20260610_153118_000221.png,0
data/frames\20260610_153118_000222.png,0
data/frames\20260610_153118_000223.png,0
data/frames\20260610_153118_000224.png,0
data/frames\20260610_153118_000225.png,0
data/frames\20260610_153118_000226.png,0
data/frames\20260610_153118_000227.png,0
data/frames\20260610_153118_000228.png,0
data/frames\20260610_153118_000229.png,0
data/frames\20260610_153118_000230.png,0
data/frames\20260610_153118_000231.png,0
data/frames\20260610_153118_000232.png,0
data/frames\20260610_153118_000233.png,0
data/frames\20260610_153118_000234.png,0
data/frames\20260610_153118_000235.png,1
data/frames\20260610_153118_000236.png,1
data/frames\20260610_153118_000237.png,1
data/frames\20260610_153118_000238.png,1
data/frames\20260610_153118_000239.png,1
data/frames\20260610_153118_000240.png,0
data/frames\20260610_153118_000241.png,0
data/frames\20260610_153118_000242.png,0
data/frames\20260610_153118_000243.png,0
data/frames\20260610_153118_000244.png,0
data/frames\20260610_153118_000245.png,0
data/frames\20260610_153118_000246.png,0
data/frames\20260610_153118_000247.png,0
data/frames\20260610_153118_000248.png,1
data/frames\20260610_153118_000249.png,1
data/frames\20260610_153118_000250.png,1
data/frames\20260610_153118_000251.png,0
data/frames\20260610_153118_000252.png,0
data/frames\20260610_153118_000253.png,0
data/frames\20260610_153118_000254.png,0
data/frames\20260610_153118_000255.png,0
data/frames\20260610_153118_000256.png,0
data/frames\20260610_153118_000257.png,1
data/frames\20260610_153118_000258.png,1
data/frames\20260610_153118_000259.png,1
data/frames\20260610_153118_000260.png,1
data/frames\20260610_153118_000261.png,1
data/frames\20260610_153118_000262.png,0
data/frames\20260610_153118_000263.png,0
data/frames\20260610_153118_000264.png,0
data/frames\20260610_153118_000265.png,0
data/frames\20260610_153118_000266.png,0
data/frames\20260610_153118_000267.png,0
data/frames\20260610_153118_000268.png,0
data/frames\20260610_153118_000269.png,1
data/frames\20260610_153118_000270.png,1
data/frames\20260610_153118_000271.png,1
data/frames\20260610_153118_000272.png,1
data/frames\20260610_153118_000273.png,0
data/frames\20260610_153118_000274.png,0
data/frames\20260610_153118_000275.png,0
data/frames\20260610_153118_000276.png,0
data/frames\20260610_153118_000277.png,0
data/frames\20260610_153118_000278.png,0
data/frames\20260610_153118_000279.png,0
data/frames\20260610_153118_000280.png,0
data/frames\20260610_153118_000281.png,0
data/frames\20260610_153118_000282.png,0
data/frames\20260610_153118_000283.png,0
data/frames\20260610_153118_000284.png,0
data/frames\20260610_153118_000285.png,0
data/frames\20260610_153118_000286.png,0
data/frames\20260610_153118_000287.png,0
data/frames\20260610_153118_000288.png,0
data/frames\20260610_153118_000289.png,1
data/frames\20260610_153118_000290.png,1
data/frames\20260610_153118_000291.png,1
data/frames\20260610_153118_000292.png,0
data/frames\20260610_153118_000293.png,0
data/frames\20260610_153118_000294.png,0
data/frames\20260610_153118_000295.png,0
data/frames\20260610_153118_000296.png,0
data/frames\20260610_153118_000297.png,0
data/frames\20260610_153118_000298.png,0
data/frames\20260610_153118_000299.png,0
data/frames\20260610_153118_000300.png,0
data/frames\20260610_153118_000301.png,0
data/frames\20260610_153118_000302.png,1
data/frames\20260610_153118_000303.png,1
data/frames\20260610_153118_000304.png,0
data/frames\20260610_153118_000305.png,0
data/frames\20260610_153118_000306.png,0
data/frames\20260610_153118_000307.png,0
data/frames\20260610_153118_000308.png,0
data/frames\20260610_153118_000309.png,0
data/frames\20260610_153118_000310.png,0
data/frames\20260610_153118_000311.png,0
data/frames\20260610_153118_000312.png,0
data/frames\20260610_153118_000313.png,0
data/frames\20260610_153118_000314.png,0
data/frames\20260610_153118_000315.png,0
data/frames\20260610_153118_000316.png,0
data/frames\20260610_153118_000317.png,0
data/frames\20260610_153118_000318.png,1
data/frames\20260610_153118_000319.png,1
data/frames\20260610_153118_000320.png,1
data/frames\20260610_153118_000321.png,0
data/frames\20260610_153118_000322.png,0
data/frames\20260610_153118_000323.png,0
data/frames\20260610_153118_000324.png,0
data/frames\20260610_153118_000325.png,0
data/frames\20260610_153118_000326.png,0
data/frames\20260610_153118_000327.png,0
data/frames\20260610_153118_000328.png,0
data/frames\20260610_153118_000329.png,0
data/frames\20260610_153118_000330.png,0
data/frames\20260610_153118_000331.png,0
data/frames\20260610_153118_000332.png,0
data/frames\20260610_153118_000333.png,0
data/frames\20260610_153118_000334.png,0
data/frames\20260610_153118_000335.png,0
data/frames\20260610_153118_000336.png,0
data/frames\20260610_153118_000337.png,0
data/frames\20260610_153118_000338.png,0
data/frames\20260610_153118_000339.png,1
data/frames\20260610_153118_000340.png,1
data/frames\20260610_153118_000341.png,0
data/frames\20260610_153118_000342.png,0
data/frames\20260610_153118_000343.png,0
data/frames\20260610_153118_000344.png,0
data/frames\20260610_153118_000345.png,0
data/frames\20260610_153118_000346.png,0
data/frames\20260610_153118_000347.png,0
data/frames\20260610_153118_000348.png,0
data/frames\20260610_153118_000349.png,1
data/frames\20260610_153118_000350.png,1
data/frames\20260610_153118_000351.png,1
data/frames\20260610_153118_000352.png,1
data/frames\20260610_153118_000353.png,1
data/frames\20260610_153118_000354.png,0
data/frames\20260610_153118_000355.png,0
data/frames\20260610_153118_000356.png,0
data/frames\20260610_153118_000357.png,0
data/frames\20260610_153118_000358.png,0
data/frames\20260610_153118_000359.png,0
data/frames\20260610_153118_000360.png,0
data/frames\20260610_153118_000361.png,0
data/frames\20260610_153118_000362.png,0
data/frames\20260610_153118_000363.png,1
data/frames\20260610_153118_000364.png,1
data/frames\20260610_153118_000365.png,1
data/frames\20260610_153118_000366.png,1
data/frames\20260610_153118_000367.png,1
data/frames\20260610_153118_000368.png,0
data/frames\20260610_153118_000369.png,0
data/frames\20260610_153118_000370.png,0
data/frames\20260610_153118_000371.png,0
data/frames\20260610_153118_000372.png,0
data/frames\20260610_153118_000373.png,0
data/frames\20260610_153118_000374.png,0
data/frames\20260610_153118_000375.png,0
data/frames\20260610_153118_000376.png,0
data/frames\20260610_153118_000377.png,0
data/frames\20260610_153118_000378.png,0
data/frames\20260610_153118_000379.png,0
data/frames\20260610_153118_000380.png,0
data/frames\20260610_153118_000381.png,0
data/frames\20260610_153118_000382.png,0
data/frames\20260610_153118_000383.png,0
data/frames\20260610_153118_000384.png,0
data/frames\20260610_153118_000385.png,1
data/frames\20260610_153118_000386.png,1
data/frames\20260610_153118_000387.png,0
data/frames\20260610_153118_000388.png,0
data/frames\20260610_153118_000389.png,0
data/frames\20260610_153118_000390.png,0
data/frames\20260610_153118_000391.png,0
data/frames\20260610_153118_000392.png,0
data/frames\20260610_153118_000393.png,0
data/frames\20260610_153118_000394.png,0
data/frames\20260610_153118_000395.png,0
data/frames\20260610_153118_000396.png,0
data/frames\20260610_153118_000397.png,0
data/frames\20260610_153118_000398.png,1
data/frames\20260610_153118_000399.png,1
data/frames\20260610_153118_000400.png,1
data/frames\20260610_153118_000401.png,1
data/frames\20260610_153118_000402.png,1
data/frames\20260610_153118_000403.png,1
data/frames\20260610_153118_000404.png,0
data/frames\20260610_153118_000405.png,0
data/frames\20260610_153118_000406.png,0
data/frames\20260610_153118_000407.png,0
data/frames\20260610_153118_000408.png,0
data/frames\20260610_153118_000409.png,0
data/frames\20260610_153118_000410.png,0
data/frames\20260610_153118_000411.png,0
data/frames\20260610_153118_000412.png,0
data/frames\20260610_153118_000413.png,1
data/frames\20260610_153118_000414.png,1
data/frames\20260610_153118_000415.png,1
data/frames\20260610_153118_000416.png,0
data/frames\20260610_153118_000417.png,0
data/frames\20260610_153118_000418.png,0
data/frames\20260610_153118_000419.png,0
data/frames\20260610_153118_000420.png,0
data/frames\20260610_153118_000421.png,0
data/frames\20260610_153118_000422.png,0
data/frames\20260610_153118_000423.png,0
data/frames\20260610_153118_000424.png,0
data/frames\20260610_153118_000425.png,1
data/frames\20260610_153118_000426.png,1
data/frames\20260610_153118_000427.png,0
data/frames\20260610_153118_000428.png,0
data/frames\20260610_153118_000429.png,0
data/frames\20260610_153118_000430.png,0
data/frames\20260610_153118_000431.png,0
data/frames\20260610_153118_000432.png,0
data/frames\20260610_153118_000433.png,0
data/frames\20260610_153118_000434.png,0
data/frames\20260610_153118_000435.png,1
data/frames\20260610_153118_000436.png,1
data/frames\20260610_153118_000437.png,1
data/frames\20260610_153118_000438.png,0
